ID,RevolvingUtilizationOfUnsecuredLines,Age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,SeriousDlqin2yrs
58655,0.0,37,0,1.0,9900.0,11,0,1,0,0.0,0
72145,0.0,47,0,1.0,9750.0,8,0,1,0,2.0,0
21203,2.0,52,0,0.0,3666.0,3,0,0,0,0.0,0
24494,0.0,36,0,1.0,7009.0,8,0,1,0,0.0,0
138362,1.0,30,0,0.0,1000.0,1,0,0,0,0.0,0
107529,0.0,73,0,0.0,6251.0,11,0,1,0,0.0,0
22649,0.0,77,0,3.0,3308.0,15,0,3,0,0.0,0
108047,0.0,37,0,3.0,1.0,9,0,2,0,0.0,0
45390,0.0,67,0,1.0,4000.0,7,0,1,0,0.0,0
79934,0.0,57,0,1.0,6400.0,7,0,1,0,2.0,0
47599,2.0,29,1,1.0,7250.0,5,0,0,0,0.0,0
128092,2.0,45,0,1.0,5000.0,2,0,0,1,2.0,0
38696,0.0,69,0,0.0,5000.0,3,0,0,0,0.0,0
20812,0.0,25,0,0.0,3300.0,1,0,0,0,0.0,0
58281,2.0,51,0,1.0,4045.0,12,0,0,0,0.0,0
113411,0.0,71,0,2.0,5377.0,11,0,2,0,1.0,0
139151,0.0,26,0,1.0,4500.0,5,0,0,0,0.0,0
4414,0.0,34,0,2.0,3640.0,8,0,2,0,0.0,0
61892,0.0,68,0,0.0,3416.0,7,0,0,0,0.0,0
4252,0.0,46,0,2.0,5925.0,5,0,3,0,0.0,1
42283,0.0,44,0,0.0,7658.0,4,0,0,0,1.0,0
63417,0.0,50,0,2.0,5500.0,11,0,1,0,3.0,0
142017,0.0,76,0,0.0,4164.0,3,0,0,0,0.0,0
8659,0.0,63,0,2.0,707.0,2,0,0,0,0.0,0
26365,1.0,48,0,2.0,13300.0,15,0,4,0,1.0,0
148762,1.0,49,0,2.0,5808.0,9,0,1,0,0.0,0
49294,0.0,67,0,1.0,3000.0,23,0,0,0,0.0,0
79048,3.0,28,0,0.0,5000.0,3,0,0,0,0.0,0
149390,1.0,43,0,2.0,5000.0,9,0,1,0,2.0,0
65840,1.0,38,1,2.0,4800.0,9,0,1,0,2.0,0
88339,2.0,47,0,0.0,4880.0,5,0,0,0,2.0,0
33275,0.0,27,1,1.0,5073.0,11,0,0,0,1.0,0
70843,0.0,74,0,0.0,90833.0,8,0,4,0,1.0,0
132806,1.0,52,0,1.0,20000.0,11,0,2,0,3.0,1
10013,2.0,47,1,2.0,4166.0,8,0,1,0,3.0,1
13887,2.0,41,1,2.0,5819.0,12,1,2,0,3.0,1
36157,2.0,51,0,1.0,6100.0,1,0,1,0,0.0,0
98412,0.0,62,0,0.0,5966.0,4,0,1,0,1.0,0
63943,0.0,33,0,2.0,3750.0,6,0,2,0,0.0,0
22742,0.0,64,0,2.0,11333.0,13,0,2,0,0.0,0
14705,0.0,54,1,1.0,9439.0,6,0,1,0,3.0,0
29500,0.0,52,0,1.0,4050.0,12,0,1,0,2.0,0
89388,0.0,61,0,1.0,2200.0,8,0,1,0,1.0,0
144739,0.0,51,0,1.0,8750.0,10,0,1,0,1.0,0
148522,1.0,74,0,2.0,1182.0,9,0,1,0,0.0,0
65997,2.0,43,1,1.0,7500.0,7,0,2,0,3.0,0
24124,0.0,49,0,1.0,15342.0,9,0,1,0,2.0,0
106610,2.0,29,0,1.0,3000.0,2,0,1,0,1.0,0
55660,0.0,40,0,2.0,5166.0,15,0,2,0,0.0,0
126950,0.0,59,0,2.0,8075.0,13,0,3,0,0.0,0
142242,0.0,56,0,0.0,5416.0,6,0,0,0,0.0,0
98277,0.0,24,1,0.0,1600.0,2,0,0,0,0.0,1
109942,0.0,33,0,2.0,4000.0,11,0,5,0,1.0,0
25540,0.0,45,0,2.0,3250.0,6,0,1,1,0.0,0
5669,2.0,61,0,1.0,8946.0,4,0,1,0,1.0,0
74558,0.0,53,0,1.0,4583.0,20,0,1,0,0.0,0
47470,2.0,39,0,1.0,5215.0,6,0,0,0,0.0,0
98773,1.0,55,0,2.0,6808.0,14,0,2,0,2.0,0
94512,2.0,41,1,1.0,3190.0,7,0,1,0,0.0,0
137068,0.0,71,0,0.0,5191.0,7,0,0,0,0.0,0
62360,1.0,56,1,1.0,8897.0,7,0,1,0,0.0,1
26351,0.0,45,0,1.0,5100.0,14,0,0,0,1.0,0
3907,0.0,29,0,1.0,5000.0,3,0,1,0,2.0,0
22621,0.0,65,1,0.0,6916.0,15,0,0,0,0.0,0
92153,0.0,58,0,2.0,4520.0,14,0,2,0,0.0,0
63622,1.0,51,0,1.0,4400.0,3,0,2,0,2.0,0
75943,2.0,44,0,2.0,7916.0,9,0,2,0,4.0,0
52044,0.0,47,0,2.0,3683.0,12,0,2,0,0.0,0
82101,0.0,44,0,1.0,5919.0,17,0,2,0,0.0,0
127030,0.0,74,0,0.0,6189.0,4,0,0,0,1.0,0
65624,2.0,60,1,2.0,3050.0,2,0,1,0,0.0,0
83403,2.0,57,0,1.0,5880.0,11,0,0,0,0.0,0
148987,1.0,41,0,3.0,4833.0,7,0,4,0,2.0,0
52304,0.0,44,0,2.0,7747.0,14,0,2,0,4.0,0
84709,2.0,68,1,2.0,2500.0,10,0,1,0,0.0,0
60350,0.0,31,0,2.0,2300.0,16,0,1,0,0.0,0
64318,0.0,52,0,1.0,4100.0,10,0,1,0,0.0,0
60952,1.0,66,0,3.0,3976.0,22,0,2,0,1.0,0
16718,1.0,40,0,2.0,3591.0,5,0,1,0,0.0,0
56811,0.0,72,0,2.0,1064.0,3,0,0,0,2.0,0
7411,2.0,56,0,2.0,900.0,2,0,1,0,0.0,0
83220,2.0,52,0,0.0,3200.0,0,1,0,0,0.0,0
133498,0.0,50,0,0.0,30000.0,16,0,2,0,2.0,0
16134,2.0,82,0,2.0,3588.0,9,1,1,0,0.0,0
122417,2.0,37,0,2.0,2200.0,5,0,1,0,1.0,0
118498,1.0,74,0,0.0,4600.0,5,0,0,0,0.0,0
128769,0.0,71,0,0.0,8333.0,11,0,2,0,0.0,0
68854,2.0,64,0,1.0,4605.0,3,0,0,0,1.0,0
80142,0.0,56,0,1.0,6700.0,8,0,2,0,0.0,0
38406,0.0,43,1,1.0,5600.0,3,1,2,1,0.0,0
44902,0.0,69,0,0.0,3800.0,5,0,0,0,0.0,0
124934,0.0,49,1,3.0,1833.0,17,0,2,0,0.0,0
109530,0.0,73,0,0.0,3839.0,2,0,0,0,0.0,0
31371,0.0,70,0,0.0,5038.0,6,0,0,0,0.0,0
66841,2.0,49,1,2.0,4200.0,7,0,2,1,0.0,0
70803,0.0,44,0,2.0,7310.0,9,0,1,0,1.0,0
99117,3.0,29,0,1.0,2100.0,9,0,0,0,2.0,1
66810,1.0,69,0,1.0,5000.0,9,0,0,0,0.0,0
18014,2.0,59,0,0.0,2394.0,1,0,0,0,0.0,0
41744,2.0,33,0,2.0,5400.0,8,0,0,0,0.0,0
96899,0.0,29,0,1.0,4800.0,12,0,0,0,0.0,0
53009,0.0,72,0,1.0,4000.0,12,0,1,0,1.0,0
123810,2.0,53,0,2.0,13166.0,6,0,1,0,1.0,0
10668,0.0,87,0,0.0,2056.0,7,0,0,0,0.0,0
39345,0.0,46,0,2.0,3500.0,23,0,2,0,0.0,0
97120,0.0,34,0,0.0,4200.0,3,0,0,0,0.0,0
72895,0.0,29,0,0.0,1400.0,1,1,0,1,1.0,1
137457,0.0,60,0,1.0,7600.0,6,0,1,0,0.0,0
129329,0.0,57,0,1.0,3500.0,11,0,0,0,0.0,0
95073,2.0,25,0,0.0,500.0,1,0,0,0,0.0,0
110687,1.0,67,0,2.0,2779.0,12,0,1,0,0.0,0
107329,0.0,65,0,0.0,10500.0,15,0,0,0,0.0,0
149030,1.0,53,1,2.0,5205.0,8,0,1,1,5.0,0
20234,0.0,24,0,2.0,820.0,5,0,0,0,0.0,0
16834,0.0,33,0,0.0,1000.0,2,0,0,0,0.0,0
112324,2.0,28,0,2.0,3208.0,9,0,1,0,0.0,1
98803,2.0,48,1,2.0,5356.0,8,1,2,0,4.0,0
68208,0.0,53,0,2.0,6666.0,6,0,2,0,1.0,0
74024,0.0,37,1,3.0,1500.0,12,0,4,0,0.0,1
63050,0.0,72,0,2.0,4166.0,5,0,1,0,0.0,0
125738,0.0,62,0,1.0,5636.0,2,0,1,0,0.0,0
58066,2.0,55,0,2.0,13000.0,4,0,3,0,1.0,0
10249,0.0,76,0,1.0,7500.0,16,0,1,0,1.0,0
12988,0.0,26,0,1.0,40.0,2,0,0,0,0.0,0
28444,0.0,52,0,2.0,1424.0,9,0,0,0,0.0,0
71707,0.0,50,0,1.0,9775.0,9,0,2,0,2.0,0
94727,0.0,70,0,1.0,3176.0,9,0,0,0,1.0,0
122769,1.0,37,0,1.0,3300.0,9,1,0,0,9.0,0
127320,0.0,58,0,0.0,5416.0,6,0,0,0,0.0,0
28701,0.0,61,0,1.0,13650.0,13,0,2,0,0.0,0
112423,0.0,63,0,0.0,1666.0,5,0,0,0,0.0,0
119532,0.0,81,0,0.0,2200.0,7,0,0,0,0.0,0
3101,0.0,28,0,1.0,3200.0,6,0,0,0,0.0,0
94529,0.0,66,0,0.0,5666.0,3,0,0,0,0.0,0
108482,0.0,40,0,1.0,3000.0,4,0,0,0,1.0,0
76072,0.0,49,0,1.0,14187.0,11,0,1,0,2.0,0
61406,0.0,50,0,1.0,8000.0,8,0,0,0,0.0,0
128090,2.0,26,0,1.0,3400.0,2,0,0,0,0.0,0
125931,0.0,42,0,1.0,7500.0,7,0,1,0,3.0,0
100509,0.0,61,1,0.0,9306.0,13,0,1,0,0.0,0
147015,0.0,30,1,2.0,3600.0,8,0,1,0,0.0,0
68166,2.0,66,0,2.0,4600.0,12,0,1,0,0.0,0
125290,0.0,75,0,1.0,5016.0,14,0,1,0,0.0,0
137768,0.0,68,0,1.0,4269.0,6,0,1,0,0.0,0
135511,0.0,49,0,2.0,12000.0,12,0,3,0,2.0,0
9872,0.0,73,0,2.0,5729.0,6,0,1,0,0.0,0
147488,3.0,30,1,2.0,5481.0,14,0,0,0,1.0,1
12286,0.0,46,0,1.0,11042.0,12,0,3,0,0.0,0
70382,1.0,39,1,2.0,5800.0,9,0,2,0,0.0,0
98969,0.0,56,0,2.0,12568.0,19,0,1,0,0.0,0
50947,2.0,43,1,2.0,5200.0,2,0,1,0,0.0,0
79781,2.0,42,1,1.0,2333.0,6,0,0,0,3.0,0
5961,0.0,42,0,2.0,3000.0,7,0,1,0,0.0,0
90771,1.0,52,0,1.0,14608.0,11,0,4,0,2.0,0
97396,0.0,41,0,2.0,4400.0,4,0,1,0,1.0,0
140738,1.0,52,0,1.0,8488.0,11,0,2,0,1.0,0
121333,0.0,49,0,1.0,3862.0,9,0,1,0,2.0,0
83205,0.0,51,1,2.0,4000.0,13,1,2,0,0.0,0
10806,2.0,31,0,0.0,1500.0,2,0,0,0,0.0,0
34260,1.0,49,0,2.0,9142.0,16,0,2,0,0.0,0
110723,2.0,54,1,2.0,8135.0,11,0,2,1,2.0,1
96848,3.0,47,1,1.0,4650.0,5,1,0,1,0.0,0
42959,0.0,48,0,1.0,10000.0,9,0,1,0,2.0,0
2845,0.0,55,0,1.0,10400.0,13,0,1,0,2.0,0
110870,0.0,46,1,1.0,5958.0,14,0,1,0,3.0,0
60186,0.0,72,0,2.0,7821.0,9,0,2,0,1.0,0
121824,0.0,40,0,2.0,5416.0,11,0,1,0,0.0,0
35980,1.0,28,0,2.0,5450.0,9,0,0,0,3.0,0
52606,0.0,87,0,0.0,8078.0,3,0,0,0,0.0,0
33727,0.0,64,0,0.0,14791.0,5,0,0,0,2.0,0
32022,3.0,61,1,1.0,8351.0,5,0,0,1,0.0,1
29936,0.0,79,0,0.0,9916.0,4,0,0,0,0.0,0
3948,2.0,52,0,2.0,6979.0,12,0,2,0,1.0,0
124028,0.0,54,0,2.0,3166.0,14,0,1,0,0.0,0
63019,0.0,78,0,0.0,5500.0,4,0,0,0,1.0,0
5864,0.0,62,0,2.0,5166.0,19,0,2,0,0.0,0
46610,0.0,57,0,1.0,3570.0,17,0,1,0,1.0,0
72242,2.0,52,0,2.0,2916.0,2,0,0,0,0.0,0
146118,3.0,56,0,1.0,1400.0,1,1,0,1,0.0,0
12405,0.0,62,0,1.0,7266.0,11,0,2,0,0.0,0
7736,0.0,42,0,2.0,6000.0,5,0,2,0,4.0,0
26520,0.0,76,0,0.0,6017.0,8,0,1,0,0.0,0
147875,2.0,40,1,2.0,5333.0,7,0,1,1,0.0,0
117714,0.0,51,0,1.0,7787.0,10,0,1,0,1.0,0
104485,0.0,69,0,2.0,7750.0,18,0,4,0,0.0,0
132687,1.0,50,0,2.0,5226.0,11,0,1,0,2.0,0
2805,0.0,53,0,1.0,2481.0,5,0,1,0,0.0,0
20006,1.0,33,0,1.0,4100.0,6,0,0,0,3.0,0
11076,0.0,51,1,3.0,2505.0,10,0,1,0,2.0,0
91393,2.0,29,0,0.0,1300.0,0,1,0,0,2.0,0
30257,0.0,46,1,3.0,2300.0,14,0,2,0,2.0,0
65488,0.0,45,0,1.0,16660.0,5,0,2,0,3.0,0
11881,0.0,36,1,2.0,4600.0,10,0,1,0,1.0,0
18116,0.0,81,0,2.0,3100.0,16,0,2,0,0.0,0
125801,0.0,88,0,0.0,3000.0,3,0,0,0,0.0,0
56866,1.0,43,0,2.0,6000.0,13,0,4,0,2.0,0
59241,1.0,31,0,2.0,4083.0,10,0,2,0,1.0,0
133167,1.0,23,0,0.0,6000.0,3,1,0,1,1.0,0
92427,2.0,84,0,1.0,5083.0,6,0,0,0,0.0,0
82295,2.0,33,0,1.0,4338.0,0,0,0,0,1.0,0
113145,1.0,40,1,1.0,2127.0,6,0,0,0,1.0,1
46381,0.0,55,1,1.0,12600.0,16,0,3,0,2.0,0
102376,0.0,31,1,2.0,8000.0,10,0,2,0,0.0,0
30648,0.0,42,0,0.0,2000.0,2,0,0,0,0.0,0
115889,2.0,32,0,2.0,3847.0,7,1,1,0,2.0,0
4851,0.0,50,0,1.0,7333.0,6,0,1,0,2.0,0
18346,0.0,68,0,1.0,12083.0,6,0,2,0,1.0,0
61509,0.0,37,0,1.0,7666.0,6,0,1,0,0.0,0
100569,0.0,58,0,1.0,3140.0,5,0,1,0,0.0,0
95776,1.0,58,0,2.0,4522.0,3,0,1,0,0.0,0
65790,0.0,49,1,2.0,4000.0,23,0,1,0,0.0,0
129419,0.0,69,0,2.0,7500.0,15,0,3,0,0.0,0
67318,0.0,33,0,0.0,11000.0,15,1,0,0,0.0,0
570,2.0,37,0,2.0,1436.0,5,0,0,0,1.0,0
50478,1.0,47,0,3.0,1250.0,12,0,0,0,2.0,1
124953,0.0,69,0,0.0,1470.0,11,0,0,0,0.0,0
58034,1.0,45,0,3.0,800.0,11,0,2,0,0.0,0
136171,1.0,79,0,1.0,7068.0,6,0,1,0,0.0,0
78695,0.0,40,0,0.0,5208.0,9,0,0,0,1.0,0
71702,0.0,48,1,2.0,3104.0,13,0,1,0,1.0,0
119789,0.0,71,0,3.0,627.0,9,0,1,0,0.0,0
47565,2.0,61,0,2.0,12870.0,15,0,2,0,0.0,0
113670,0.0,55,0,0.0,8136.0,2,0,0,0,0.0,0
50589,1.0,47,1,1.0,7624.0,10,0,2,0,1.0,0
44871,0.0,48,1,2.0,6600.0,14,0,2,0,2.0,0
146626,0.0,47,0,1.0,7250.0,11,0,1,0,2.0,0
10650,1.0,44,1,1.0,7000.0,10,0,2,0,1.0,0
142332,0.0,67,0,1.0,5540.0,12,0,1,0,0.0,0
115977,0.0,48,0,3.0,1900.0,6,0,2,0,0.0,0
113660,1.0,52,0,2.0,4320.0,18,0,1,0,0.0,0
72796,2.0,44,0,1.0,2923.0,1,0,0,0,2.0,0
8688,1.0,51,1,1.0,18750.0,11,0,2,0,2.0,1
15263,0.0,82,0,1.0,3600.0,9,0,1,0,0.0,0
44321,0.0,34,1,2.0,5416.0,14,0,1,0,3.0,0
95802,0.0,73,1,0.0,12500.0,9,0,1,0,0.0,0
59753,0.0,57,0,1.0,13433.0,9,0,1,0,0.0,0
49656,0.0,41,0,0.0,7756.0,11,0,0,0,0.0,0
8018,1.0,54,0,1.0,5000.0,9,0,0,0,1.0,0
89986,0.0,22,0,2.0,700.0,4,0,0,0,0.0,0
137293,2.0,36,1,1.0,5427.0,6,0,1,0,2.0,0
113581,0.0,54,0,1.0,6500.0,12,0,1,0,1.0,0
91875,2.0,53,0,2.0,13588.0,21,0,2,0,2.0,0
102836,0.0,63,0,0.0,8433.0,10,0,0,0,1.0,0
91324,1.0,41,0,1.0,10000.0,18,0,2,0,0.0,0
85923,2.0,67,0,1.0,3746.0,5,0,1,0,0.0,0
82928,0.0,41,0,3.0,0.0,5,0,1,0,1.0,0
106347,2.0,51,0,1.0,9293.0,12,0,1,0,5.0,1
97690,1.0,64,0,2.0,1560.0,5,0,1,0,1.0,0
86406,0.0,76,0,1.0,5132.0,19,0,0,0,0.0,0
36097,0.0,25,0,0.0,4000.0,3,0,0,0,0.0,0
56838,2.0,51,0,1.0,2921.0,5,0,0,0,2.0,0
30279,2.0,75,0,1.0,7700.0,5,0,0,0,1.0,0
67690,1.0,64,0,1.0,4500.0,4,0,1,0,1.0,0
107471,1.0,47,0,2.0,12286.0,13,0,1,0,5.0,0
47645,1.0,49,0,2.0,7500.0,21,0,2,0,1.0,0
18858,0.0,77,0,1.0,3850.0,16,0,1,0,0.0,0
97559,0.0,63,0,1.0,6500.0,23,0,0,0,0.0,0
75492,2.0,63,0,2.0,1542.0,5,0,1,1,1.0,1
121258,2.0,44,0,1.0,1800.0,5,0,0,0,1.0,0
16124,1.0,59,0,1.0,12000.0,7,0,2,0,0.0,0
77109,0.0,37,0,2.0,3250.0,11,0,1,0,0.0,0
58226,0.0,67,0,2.0,6014.0,7,0,2,0,0.0,0
43307,0.0,44,0,3.0,3083.0,12,0,2,0,0.0,0
104381,1.0,47,1,2.0,5416.0,10,0,1,0,1.0,0
59705,0.0,59,0,1.0,1400.0,5,0,0,0,0.0,0
36285,1.0,49,0,1.0,11160.0,11,0,0,0,2.0,0
44288,0.0,59,0,0.0,4120.0,9,0,1,0,1.0,0
47757,2.0,52,0,0.0,5049.0,1,0,0,0,2.0,0
91553,0.0,82,0,0.0,10500.0,4,0,0,0,0.0,0
16097,1.0,61,1,2.0,4444.0,24,0,1,0,0.0,0
119944,0.0,43,0,2.0,8500.0,8,0,2,0,0.0,0
30937,0.0,75,0,0.0,4600.0,5,0,0,0,0.0,0
8828,1.0,73,1,2.0,3109.0,15,0,1,1,0.0,1
39114,0.0,43,0,1.0,3600.0,6,0,0,0,0.0,0
16547,0.0,26,0,3.0,311.0,12,0,0,0,0.0,0
139111,2.0,49,1,2.0,2930.0,7,1,1,0,1.0,0
136479,0.0,56,1,2.0,25600.0,30,0,1,0,1.0,0
59238,1.0,41,0,0.0,3750.0,4,0,0,1,1.0,0
54807,0.0,50,1,0.0,4583.0,5,0,0,0,2.0,0
118363,0.0,48,0,2.0,6000.0,3,0,1,0,3.0,0
102059,0.0,71,0,2.0,3021.0,10,0,0,0,0.0,0
116494,0.0,37,0,1.0,4440.0,8,0,0,0,2.0,0
132195,0.0,35,0,2.0,6000.0,13,0,1,0,0.0,0
13881,0.0,59,0,1.0,6000.0,6,0,0,0,0.0,0
140077,0.0,60,0,2.0,4000.0,12,0,1,0,0.0,0
55400,2.0,58,0,2.0,5000.0,5,1,1,0,1.0,0
74822,0.0,75,0,1.0,3600.0,7,0,0,0,0.0,0
118921,3.0,48,0,0.0,5000.0,3,1,0,0,0.0,1
126191,1.0,52,0,1.0,12000.0,8,0,2,0,2.0,0
128915,0.0,68,0,1.0,13000.0,9,0,1,0,0.0,0
103206,0.0,74,0,0.0,10113.0,9,0,0,0,0.0,0
103868,0.0,45,0,1.0,11000.0,5,0,2,0,2.0,0
19469,1.0,58,0,2.0,14600.0,11,1,4,0,0.0,0
99857,0.0,42,1,2.0,5200.0,18,0,2,0,4.0,0
25189,2.0,25,0,2.0,1083.0,7,0,0,0,0.0,0
45305,2.0,36,0,1.0,4766.0,2,0,1,0,1.0,0
79592,0.0,85,0,0.0,3042.0,11,0,0,0,0.0,0
43583,0.0,58,1,2.0,4140.0,8,0,2,0,0.0,0
116508,0.0,46,1,2.0,12942.0,14,0,3,0,2.0,0
110806,0.0,30,0,2.0,2156.0,6,0,1,0,0.0,0
46592,0.0,52,0,2.0,9166.0,12,0,2,0,1.0,0
137274,0.0,34,0,2.0,7833.0,3,0,1,0,1.0,0
108787,2.0,41,0,0.0,1560.0,2,0,0,0,0.0,0
118772,0.0,77,0,1.0,4000.0,7,0,1,0,0.0,0
60876,1.0,50,0,2.0,9483.0,15,0,2,0,0.0,0
65446,2.0,30,0,2.0,4000.0,2,0,2,0,0.0,0
41661,2.0,63,0,1.0,11000.0,5,0,2,0,2.0,0
93397,2.0,45,0,0.0,2400.0,0,0,0,1,0.0,0
53155,1.0,36,1,1.0,8825.0,8,0,2,0,0.0,0
53998,0.0,44,0,2.0,5000.0,12,0,2,0,2.0,0
19166,0.0,51,0,1.0,6916.0,15,0,1,0,0.0,0
133509,2.0,38,0,1.0,15933.0,7,0,1,1,2.0,0
27126,0.0,43,0,1.0,3029.0,8,0,0,0,2.0,0
131899,2.0,43,0,1.0,9000.0,6,1,0,0,3.0,0
88585,0.0,64,0,0.0,4200.0,2,0,0,0,1.0,0
131859,0.0,40,0,1.0,5752.0,4,0,1,0,2.0,0
82468,0.0,34,0,0.0,2500.0,2,0,0,0,0.0,0
21459,0.0,34,0,2.0,1400.0,17,0,2,0,0.0,0
118840,0.0,49,0,0.0,11990.0,9,0,0,0,4.0,0
139116,0.0,80,1,0.0,9335.0,2,0,0,0,0.0,0
47945,0.0,52,0,3.0,1580.0,15,0,1,0,1.0,0
61875,0.0,62,0,1.0,14000.0,8,0,2,0,0.0,0
78711,1.0,59,1,2.0,9945.0,15,0,2,0,0.0,0
1446,1.0,71,0,1.0,11350.0,11,0,3,0,0.0,0
117160,1.0,24,0,1.0,650.0,2,0,0,0,0.0,0
6414,0.0,72,0,0.0,4083.0,9,0,0,0,0.0,0
73852,0.0,56,0,0.0,5745.0,3,0,0,0,0.0,0
99844,1.0,28,0,1.0,3250.0,5,0,0,0,0.0,0
23916,2.0,65,1,0.0,1800.0,0,1,0,1,0.0,1
26797,2.0,63,0,0.0,4251.0,2,0,0,0,1.0,0
23382,2.0,40,0,0.0,4000.0,0,1,0,0,1.0,0
80063,0.0,41,0,2.0,6427.0,6,0,2,0,4.0,0
99107,1.0,62,0,1.0,13833.0,8,0,2,0,0.0,0
71529,0.0,43,0,1.0,5833.0,6,0,1,0,2.0,0
122607,0.0,70,0,3.0,519.0,13,0,1,0,0.0,0
91094,0.0,68,0,3.0,1100.0,7,0,1,0,0.0,0
95663,1.0,37,0,3.0,1500.0,11,0,2,0,2.0,0
71160,0.0,71,0,0.0,7420.0,3,0,0,0,0.0,0
124280,0.0,51,0,1.0,10074.0,10,0,2,0,0.0,0
138793,0.0,52,0,0.0,11280.0,9,1,0,0,1.0,0
106242,0.0,43,0,1.0,10015.0,14,0,2,0,2.0,0
101287,0.0,74,0,0.0,4000.0,2,0,0,0,0.0,0
71043,1.0,48,0,2.0,5000.0,10,0,2,0,1.0,0
78546,2.0,25,1,1.0,7908.0,7,0,0,0,0.0,0
9243,0.0,59,0,1.0,20300.0,9,0,3,0,1.0,0
35542,0.0,43,0,0.0,4000.0,6,0,0,0,2.0,0
24681,0.0,78,0,2.0,2492.0,8,0,0,0,0.0,0
530,1.0,45,0,2.0,8000.0,11,0,2,0,0.0,0
93280,1.0,39,0,2.0,3166.0,18,0,1,0,0.0,0
68275,1.0,65,0,2.0,10650.0,18,0,2,0,5.0,0
56708,3.0,37,0,0.0,5283.0,5,0,0,0,3.0,1
102615,1.0,40,1,0.0,4000.0,4,0,0,0,1.0,0
70460,0.0,63,0,2.0,4378.0,14,0,1,0,0.0,0
96048,3.0,36,1,2.0,6787.0,9,1,1,1,4.0,1
41253,0.0,76,0,2.0,2357.0,11,0,1,0,0.0,0
37939,1.0,53,0,1.0,14583.0,9,0,3,0,0.0,0
132255,0.0,55,0,1.0,6150.0,15,0,2,0,0.0,0
6531,1.0,54,0,1.0,5595.0,9,0,1,0,0.0,0
6297,0.0,66,0,1.0,9600.0,6,0,2,0,1.0,0
124981,1.0,30,1,2.0,2400.0,10,0,1,0,0.0,0
106155,0.0,80,0,1.0,5000.0,5,0,2,0,1.0,0
66935,1.0,41,0,2.0,6000.0,20,0,0,0,0.0,0
118943,0.0,75,0,1.0,4629.0,5,0,1,0,0.0,0
48241,0.0,49,0,1.0,4722.0,6,0,1,0,0.0,0
119738,0.0,40,0,2.0,4813.0,22,0,1,1,1.0,0
51666,0.0,56,0,1.0,3490.0,2,0,1,0,0.0,0
107931,0.0,51,0,2.0,4583.0,7,0,4,0,0.0,0
6928,0.0,24,0,0.0,820.0,4,0,0,0,0.0,0
53180,2.0,28,0,3.0,1.0,3,0,0,0,2.0,0
49097,0.0,53,1,1.0,4482.0,11,0,2,1,1.0,0
142915,3.0,41,1,2.0,3000.0,6,1,1,1,0.0,1
64315,1.0,59,0,1.0,13298.0,10,0,2,0,0.0,0
59836,1.0,29,0,2.0,2400.0,4,0,1,0,0.0,0
2840,0.0,61,0,0.0,8000.0,4,0,0,0,1.0,0
41250,0.0,63,0,0.0,7500.0,6,0,0,0,0.0,0
5871,1.0,40,0,1.0,5300.0,11,0,0,0,1.0,0
31641,1.0,47,1,2.0,8049.0,11,0,4,0,2.0,0
83961,0.0,45,0,2.0,4700.0,9,0,2,0,4.0,0
55015,0.0,37,0,2.0,13000.0,16,0,10,0,1.0,0
60834,2.0,25,0,3.0,0.0,3,0,0,0,0.0,0
59310,0.0,71,0,1.0,4800.0,6,0,1,0,0.0,0
58961,0.0,88,0,2.0,8800.0,22,0,2,0,0.0,0
116747,0.0,48,0,0.0,2598.0,5,0,0,0,1.0,0
18287,2.0,29,1,0.0,7000.0,6,0,0,1,0.0,0
128505,0.0,55,0,0.0,7500.0,5,0,0,0,0.0,0
148446,2.0,70,0,2.0,8173.0,8,0,2,0,1.0,0
87130,0.0,30,0,1.0,2500.0,6,0,0,0,0.0,0
33983,0.0,77,0,1.0,6100.0,19,0,2,0,0.0,0
46773,1.0,45,0,1.0,6990.0,8,0,2,0,3.0,0
105445,1.0,46,0,3.0,3794.0,22,0,2,0,1.0,0
81875,1.0,44,1,2.0,2238.0,6,0,0,0,1.0,0
87445,1.0,59,0,1.0,9500.0,8,0,3,0,0.0,0
61718,2.0,27,0,1.0,3250.0,7,0,0,0,1.0,0
16010,0.0,69,0,1.0,6250.0,10,0,1,0,1.0,0
29700,0.0,56,0,2.0,4416.0,9,0,3,0,0.0,0
65413,1.0,32,1,1.0,5000.0,6,0,0,0,1.0,0
17393,0.0,33,0,1.0,4160.0,7,0,0,0,0.0,0
97372,0.0,88,0,1.0,3000.0,3,0,1,0,0.0,0
103692,1.0,37,1,2.0,7600.0,8,0,2,0,2.0,0
8630,0.0,62,0,2.0,11000.0,16,0,2,0,2.0,0
57649,0.0,42,0,1.0,5400.0,3,0,1,0,2.0,0
33449,0.0,60,0,0.0,6000.0,2,0,0,0,1.0,0
2800,0.0,29,0,1.0,2333.0,5,0,1,1,0.0,0
94471,1.0,51,0,3.0,1200.0,9,0,1,0,2.0,0
101320,1.0,65,1,1.0,11056.0,8,0,2,0,3.0,1
69205,0.0,59,0,1.0,8548.0,7,0,1,0,0.0,0
33557,0.0,70,0,1.0,4637.0,4,0,1,0,0.0,0
