year,country,disaster_type,severity_index,casualties,economic_loss,response_hours,aid_amount,response_score,recovery_days
2023,France,Landslide,1.3,8,"€97,500.00",6.00,"€6,532.50",90.24,8.00
2023,Greece,Landslide,2,44,"€150,000.00",22.00,"€10,050.00",51.22,48.00
2023,Italy,Drought,2,10,"€1,200,000.00",5.00,"€80,400.00",92.68,31.00
2023,Italy,Drought,2.4,26,"€1,440,000.00",11.00,"€96,480.00",78.05,59.00
2023,Spain,Drought,0.4,4,"€240,000.00",11.00,"€16,080.00",78.05,26.00
2023,France,Landslide,0.1,1,"€7,500.00",10.00,€502.50,80.49,9.00
2023,Greece,Storm Surge,0.9,5,"€180,000.00",6.00,"€12,060.00",90.24,180.00
2023,Spain,Wildfire,0.7,8,"€52,500.00",12.00,"€3,517.50",75.61,147.00
2023,Italy,Drought,1.1,11,"€660,000.00",10.00,"€44,220.00",80.49,61.00
2023,Greece,Landslide,0.1,0,"€7,500.00",3.00,€502.50,97.56,96.00
2023,Japan,Earthquake,0.4,1,"€800,000.00",2.00,"€53,600.00",100.00,21.00
2024,France,Landslide,2.7,16,"€202,500.00",6.00,"€13,567.50",90.24,34.00
2024,Greece,Landslide,0.2,1,"€15,000.00",6.00,"€1,005.00",90.24,56.00
2013,India,Landslide,4.6,101,"€405,057.60",22.00,"€27,133.01",51.22,166.00
2009,Japan,Earthquake,0.5,4,"€279,241.00",7.00,"€18,703.22",87.80,15.00
2013,China,Storm Surge,1,23,"€275,005.00",23.00,"€18,415.27",48.78,47.00
2011,Turkey,Flood,0.4,7,"€137,435.60",17.00,"€9,200.93",63.41,43.00
2013,Indonesia,Landslide,1.6,30,"€54,043.20",19.00,"€7,983.00",58.54,131.00
2017,Bangladesh,Storm Surge,1.6,62,"€4,692.00",39.00,€314.00,9.76,117.00
2014,Turkey,Flood,0.2,3,"€29,816.20",15.00,"€1,995.00",68.29,145.00
2022,Philippines,Tsunami,0.5,6,"€43,001.50",11.00,"€2,876.75",78.05,925.00
2023,Indonesia,Extreme Heat,4,56,"€394,088.00",14.00,"€26,362.78",70.73,46.00
2007,Bangladesh,Flood,4.1,103,"€1,504,445.00",25.00,"€100,612.05",43.90,94.00
2011,India,Extreme Heat,2.1,25,"€195,846.00",12.00,"€13,095.78",75.61,48.00
1998,Philippines,Extreme Heat,0.1,4,"€11,384.90",42.00,€761.00,2.44,42.00
2024,India,Flood,2.5,3,"€1,045,433.00",1.00,"€69,848.80",100.00,97.00
2008,Philippines,Tsunami,2.7,43,"€180,489.60",16.00,"€12,052.60",65.85,465.00
2022,India,Extreme Heat,0.8,12,"€23,464.80",15.00,"€1,566.72",68.29,58.00
2020,Japan,Earthquake,0.3,1,"€577,437.90",2.00,"€38,545.45",100.00,16.00
2020,Indonesia,Extreme Heat,3,33,"€102,447.00",11.00,"€5,169.00",78.05,54.00
1997,Turkey,Flood,1.4,7,"€333,525.00",5.00,"€22,248.70",92.68,93.00
2019,Indonesia,Earthquake,0.7,11,"€414,247.00",15.00,"€27,633.41",68.29,842.00
2003,China,Cyclone,1.5,5,"€142,953.00",3.00,"€9,535.10",97.56,45.00
1999,China,Earthquake,1,68,"€1,549,883.00",68.00,"€103,375.29",0.00,64.00
2024,Japan,Landslide,3.5,11,"€195,758.50",3.00,"€13,056.04",97.56,7.00
2019,Turkey,Drought,0.7,5,"€46,562.00",7.00,"€3,104.25",87.80,128.00
2024,Japan,Flood,1,1,"€288,633.00",1.00,"€19,239.44",100.00,14.00
1994,Turkey,Flood,2,28,"€180,891.00",14.00,"€12,052.94",70.73,166.00
2004,Philippines,Cyclone,3.5,11,"€256,658.50",3.00,"€17,099.59",97.56,71.00
2001,Philippines,Extreme Heat,2.5,75,"€95,527.50",30.00,"€2,663.00",31.71,27.00
2017,Japan,Earthquake,2.1,6,"€3,106,889.00",3.00,"€206,938.08",97.56,10.00
2010,Philippines,Earthquake,0.1,2,"€179,006.50",16.00,"€11,920.78",65.85,96.00
2015,Indonesia,Storm Surge,1.4,24,"€119,641.20",17.00,"€7,202.00",63.41,107.00
2019,China,Volcanic Eruption,1.6,27,"€155,326.40",17.00,"€10,338.56",63.41,42.00
2022,China,Landslide,0.4,2,"€7,202.40",6.00,€479.35,90.24,15.00
2014,Turkey,Flood,1.8,18,"€689,398.00",10.00,"€45,882.09",80.49,99.00
2010,Bangladesh,Extreme Heat,2.4,70,"€138,289.00",29.00,"€9,202.21",34.15,62.00
2007,Indonesia,Extreme Heat,1.5,17,"€95,815.50",11.00,"€6,372.88",78.05,78.00
2012,Turkey,Extreme Cold,0.1,1,"€6,932.00",7.00,€461.01,87.80,68.00
2016,Turkey,Flood,1.5,14,"€641,686.00",9.00,"€42,674.23",82.93,145.00
2021,India,Wildfire,0.2,4,"€10,151.80",19.00,€200.00,58.54,108.00
2016,China,Earthquake,1.7,22,"€2,551,201.90",13.00,"€169,612.77",73.17,161.00
2015,Bangladesh,Cyclone,6.7,20,"€403,366.80",3.00,"€26,808.33",97.56,97.00
2006,India,Landslide,6.6,158,"€509,143.80",24.00,"€33,833.17",46.34,140.00
2013,Japan,Extreme Cold,3.9,47,"€61,709.70",12.00,"€8,293.00",75.61,28.00
2024,Japan,Volcanic Eruption,2.7,3,"€52,782.30",1.00,"€6,978.00",100.00,9.00
2002,Philippines,Cyclone,0.6,11,"€31,634.40",18.00,"€2,100.67",60.98,33.00
2012,India,Flood,6.8,75,"€2,847,745.00",11.00,"€189,071.62",78.05,156.00
2022,Indonesia,Tsunami,0.5,9,"€46,866.50",18.00,"€3,110.94",60.98,277.00
2007,India,Landslide,0.1,1,"€5,713.00",6.00,€642.00,90.24,106.00
2014,India,Wildfire,2.9,133,"€55,551.00",46.00,"€5,651.00",0.00,135.00
2005,Bangladesh,Storm Surge,1,42,"€63,545.00",42.00,"€7,290.00",2.44,127.00
2014,Turkey,Earthquake,3,12,"€132,269.00",4.00,"€9,690.00",95.12,195.00
2007,Indonesia,Landslide,2.7,30,"€237,154.50",11.00,"€15,721.64",78.05,108.00
2010,Turkey,Drought,2,24,"€92,516.00",12.00,"€6,132.55",75.61,61.00
2021,Philippines,Cyclone,6.7,20,"€558,264.10",3.00,"€37,002.79",97.56,53.00
2023,China,Cyclone,0.1,3,"€8,109.50",29.00,€537.51,34.15,20.00
2022,Japan,Storm Surge,2.8,14,"€692,570.00",5.00,"€45,901.88",92.68,13.00
2011,India,Wildfire,1.2,7,"€63,669.60",6.00,"€4,218.75",90.24,140.00
2022,Bangladesh,Landslide,1.1,51,"€96,322.60",46.00,"€6,381.54",0.00,95.00
2006,China,Extreme Heat,3.1,50,"€305,653.00",16.00,"€20,237.47",65.85,55.00
2001,Nigeria,Extreme Heat,2.9,41,"€400,000.00",14.00,"€26,469.53",70.73,30.00
2020,Turkey,Earthquake,4.7,75,"€8,296,289.60",16.00,"€548,993.19",65.85,287.00
2000,Japan,Earthquake,2.6,36,"€3,522,183.00",14.00,"€233,069.83",70.73,21.00
2013,Indonesia,Flood,3.2,35,"€1,093,421.00",11.00,"€72,348.44",78.05,104.00
2022,Japan,Tsunami,7.4,89,"€49,258,095.00",12.00,"€3,259,214.11",75.61,22.00
2019,China,Volcanic Eruption,4.4,97,"€127,111.60",22.00,"€8,172.00",51.22,160.00
2020,Philippines,Tsunami,3.1,12,"€113,993.20",4.00,"€8,854.00",95.12,553.00
2007,Philippines,Extreme Heat,3,69,"€34,698.00",23.00,"€4,657.00",48.78,81.00
2001,Japan,Tsunami,0.5,4,"€8,195.00",7.00,€709.00,87.80,22.00
2003,China,Extreme Heat,5,45,"€305,173.00",9.00,"€20,175.25",82.93,64.00
2019,Turkey,Drought,1.6,14,"€128,733.00",9.00,"€8,510.64",82.93,71.00
2015,India,Storm Surge,3.9,20,"€108,769.00",5.00,"€9,446.00",92.68,179.00
2022,Bangladesh,Flood,1.4,11,"€67,855.00",8.00,"€7,800.00",85.37,171.00
2017,Indonesia,Landslide,0.6,2,"€37,835.40",4.00,"€4,978.00",95.12,146.00
2014,Japan,Volcanic Eruption,0.6,6,"€22,141.00",10.00,"€1,462.83",80.49,10.00
2017,India,Earthquake,0.3,3,"€186,727.20",10.00,"€12,336.82",80.49,671.00
2008,China,Tornado,4.3,4,"€125,160.10",1.00,"€6,669.00",100.00,126.00
2022,China,Extreme Heat,3.4,65,"€118,330.20",19.00,"€7,814.37",58.54,32.00
2006,Japan,Tsunami,5.7,125,"€355,714.20",22.00,"€23,486.88",51.22,17.00
2017,China,Cyclone,2.2,57,"€52,844.00",26.00,"€3,488.69",41.46,13.00
2023,China,Cyclone,2.1,38,"€2,184,216.00",18.00,"€144,184.37",60.98,63.00
1990,Spain,Wildfire,0.6,4,"€840,000.00",7.00,"€55,440.00",87.80,99.00
1990,Spain,Drought,0,0,"€300,000.00",24.00,"€19,800.00",46.34,163.00
1993,Italy,Flood,2,60,"€4,600,000.00",30.00,"€303,600.00",31.71,78.00
1994,Spain,Extreme Heat,1.8,65,"€230,000.00",36.00,"€15,180.00",17.07,52.00
1995,Italy,Flood,3,105,"€330,000.00",35.00,"€21,780.00",19.51,52.00
1996,Greece,Landslide,1.2,35,"€90,000.00",29.00,"€5,940.00",34.15,202.00
1999,Canada,Extreme Cold,1.9,49,"€2,300,000.00",26.00,"€151,800.00",41.46,9.00
1999,Ireland,Storm Surge,1.2,48,"€240,000.00",40.00,"€15,840.00",7.32,13.00
2001,United States,Extreme Cold,3,6,"€220,000.00",2.00,"€14,520.00",100.00,17.00
2002,Canada,Wildfire,3.7,126,"€720,000.00",34.00,"€47,520.00",21.95,50.00
2002,United States,Cyclone,8.1,24,"€70,000.00",3.00,"€4,620.00",97.56,11.00
2002,France,Flood,2.4,22,"€720,000.00",9.00,"€47,520.00",82.93,64.00
2002,Spain,Wildfire,0.4,3,"€30,000.00",8.00,"€1,980.00",85.37,113.00
2003,United States,Extreme Cold,8.1,65,"€540,000.00",8.00,"€35,640.00",85.37,10.00
2003,Germany,Flood,1.8,22,"€540,000.00",12.00,"€35,640.00",75.61,19.00
2003,Italy,Flood,2.5,3,"€750,000.00",1.00,"€49,500.00",100.00,46.00
2003,Greece,Flood,2.6,18,"€780,000.00",7.00,"€51,480.00",87.80,77.00
2003,Italy,Earthquake,0.8,15,"€60,000.00",19.00,"€3,960.00",58.54,25.00
2004,Germany,Extreme Cold,0.3,4,"€22,500.00",13.00,"€1,485.00",73.17,25.00
2004,Italy,Earthquake,6.7,107,"€502,500.00",16.00,"€33,165.00",65.85,64.00
2004,Germany,Landslide,2.2,37,"€165,000.00",17.00,"€10,890.00",63.41,15.00
2004,France,Flood,3,18,"€900,000.00",6.00,"€59,400.00",90.24,7.00
2004,Spain,Storm Surge,0.9,16,"€180,000.00",18.00,"€11,880.00",60.98,178.00
2004,Italy,Flood,0.3,5,"€90,000.00",17.00,"€5,940.00",63.41,35.00
2005,United States,Wildfire,7.5,158,"€120,000.00",21.00,"€7,920.00",53.66,57.00
2005,Mexico,Drought,3.9,109,"€2,200,000.00",28.00,"€145,200.00",36.59,133.00
2005,Greece,Landslide,2.2,48,"€165,000.00",22.00,"€10,890.00",51.22,50.00
2005,Italy,Earthquake,1.4,7,"€105,000.00",5.00,"€6,930.00",92.68,41.00
2005,Greece,Flood,2.3,48,"€690,000.00",21.00,"€45,540.00",53.66,241.00
2006,France,Wildfire,1.5,2,"€112,500.00",1.00,"€7,425.00",100.00,28.00
2006,Germany,Flood,4.3,73,"€1,290,000.00",17.00,"€85,140.00",63.41,32.00
2006,Spain,Wildfire,1.5,26,"€112,500.00",17.00,"€7,425.00",63.41,73.00
2007,Germany,Extreme Cold,0.4,11,"€30,000.00",28.00,"€1,980.00",36.59,8.00
2007,Spain,Extreme Heat,1.3,27,"€97,500.00",21.00,"€6,435.00",53.66,44.00
2007,Germany,Landslide,2.8,64,"€210,000.00",23.00,"€13,860.00",48.78,30.00
2007,Greece,Flood,1.4,34,"€420,000.00",24.00,"€27,720.00",46.34,376.00
2007,France,Flood,1.4,15,"€420,000.00",11.00,"€27,720.00",78.05,59.00
2008,Spain,Extreme Heat,1.1,21,"€82,500.00",19.00,"€5,445.00",58.54,50.00
2008,Italy,Extreme Heat,1.8,27,"€135,000.00",15.00,"€8,910.00",68.29,34.00
2008,Italy,Landslide,2,54,"€150,000.00",27.00,"€9,900.00",39.02,71.00
2008,Germany,Flood,4.9,39,"€1,470,000.00",8.00,"€97,020.00",85.37,29.00
2008,Spain,Wildfire,2.5,45,"€187,500.00",18.00,"€12,375.00",60.98,155.00
2009,Mexico,Flood,3.3,92,"€490,000.00",28.00,"€32,340.00",36.59,47.00
2009,Ireland,Flood,0.5,6,"€150,000.00",12.00,"€9,900.00",75.61,26.00
2009,Greece,Earthquake,1.2,19,"€90,000.00",16.00,"€5,940.00",65.85,228.00
2009,Spain,Wildfire,0.8,9,"€60,000.00",11.00,"€3,960.00",78.05,93.00
2009,France,Landslide,2.5,5,"€187,500.00",2.00,"€12,375.00",100.00,33.00
2009,Spain,Earthquake,1.1,26,"€82,500.00",24.00,"€5,445.00",46.34,156.00
2009,Italy,Earthquake,3,54,"€225,000.00",18.00,"€14,850.00",60.98,31.00
2009,Greece,Landslide,1.4,27,"€105,000.00",19.00,"€6,930.00",58.54,208.00
2010,United States,Wildfire,7.1,114,"€1,650,000.00",16.00,"€108,900.00",65.85,32.00
2010,Germany,Landslide,0.6,5,"€45,000.00",8.00,"€2,970.00",85.37,36.00
2010,Ireland,Storm Surge,1.2,2,"€240,000.00",2.00,"€15,840.00",100.00,15.00
2010,Italy,Landslide,2.1,11,"€157,500.00",5.00,"€10,395.00",92.68,69.00
2010,Greece,Storm Surge,2.7,16,"€540,000.00",6.00,"€35,640.00",90.24,61.00
2010,Greece,Storm Surge,1.1,23,"€220,000.00",21.00,"€14,520.00",53.66,212.00
2010,Germany,Flood,3.5,4,"€1,050,000.00",1.00,"€69,300.00",100.00,33.00
2010,Spain,Flood,1,2,"€300,000.00",2.00,"€19,800.00",100.00,98.00
2010,France,Flood,2.2,18,"€660,000.00",8.00,"€43,560.00",85.37,81.00
2010,Germany,Drought,2.9,0,"€1,740,000.00",0.00,"€114,840.00",100.00,31.00
2011,Canada,Wildfire,3.5,102,"€750,000.00",29.00,"€49,500.00",34.15,34.00
2011,Italy,Extreme Cold,2.5,20,"€187,500.00",8.00,"€12,375.00",85.37,14.00
2011,Germany,Extreme Cold,2.8,0,"€210,000.00",0.00,"€13,860.00",100.00,12.00
2011,Italy,Flood,2.7,3,"€810,000.00",1.00,"€53,460.00",100.00,77.00
2011,France,Landslide,0.5,6,"€37,500.00",11.00,"€2,475.00",78.05,53.00
2011,Spain,Drought,3,12,"€1,800,000.00",4.00,"€118,800.00",95.12,122.00
2011,France,Storm Surge,1.9,19,"€380,000.00",10.00,"€25,080.00",80.49,10.00
2011,Greece,Storm Surge,0.9,7,"€180,000.00",8.00,"€11,880.00",85.37,64.00
2011,France,Landslide,2.6,5,"€195,000.00",2.00,"€12,870.00",100.00,20.00
2012,France,Flood,1.7,12,"€510,000.00",7.00,"€33,660.00",87.80,14.00
2012,Greece,Landslide,2.7,32,"€202,500.00",12.00,"€13,365.00",75.61,95.00
2013,Greece,Extreme Heat,1.6,8,"€120,000.00",5.00,"€7,920.00",92.68,33.00
2013,Greece,Drought,5.2,104,"€3,120,000.00",20.00,"€205,920.00",56.10,185.00
2013,Germany,Drought,1.9,21,"€1,140,000.00",11.00,"€75,240.00",78.05,24.00
2013,Italy,Wildfire,2.9,29,"€217,500.00",10.00,"€14,355.00",80.49,69.00
2013,Ireland,Landslide,1.2,12,"€90,000.00",10.00,"€5,940.00",80.49,11.00
2013,Greece,Flood,0.8,1,"€240,000.00",1.00,"€15,840.00",100.00,358.00
2013,Spain,Flood,0.4,0,"€120,000.00",1.00,"€7,920.00",100.00,106.00
2013,Greece,Earthquake,2.2,18,"€165,000.00",8.00,"€10,890.00",85.37,108.00
2014,Italy,Flood,0.2,2,"€60,000.00",12.00,"€3,960.00",75.61,34.00
2014,Italy,Wildfire,0.8,6,"€60,000.00",7.00,"€3,960.00",87.80,61.00
2014,Italy,Flood,0.3,1,"€90,000.00",2.00,"€5,940.00",100.00,42.00
2014,Greece,Drought,0.3,2,"€180,000.00",6.00,"€11,880.00",90.24,42.00
2014,Germany,Landslide,1.3,1,"€97,500.00",1.00,"€6,435.00",100.00,12.00
2014,Italy,Landslide,0.8,2,"€60,000.00",3.00,"€3,960.00",97.56,47.00
2014,Italy,Flood,2.3,23,"€690,000.00",10.00,"€45,540.00",80.49,75.00
2014,Italy,Flood,3.4,0,"€1,020,000.00",0.00,"€67,320.00",100.00,78.00
2015,Ireland,Extreme Cold,1.8,13,"€135,000.00",7.00,"€8,910.00",87.80,15.00
2015,Greece,Landslide,2.8,48,"€210,000.00",17.00,"€13,860.00",63.41,203.00
2015,Germany,Drought,0.4,2,"€240,000.00",4.00,"€15,840.00",95.12,7.00
2015,France,Landslide,2.3,0,"€172,500.00",0.00,"€11,385.00",100.00,34.00
2016,Italy,Extreme Heat,1.7,0,"€127,500.00",0.00,"€8,415.00",100.00,16.00
2016,Greece,Extreme Heat,2.4,7,"€180,000.00",3.00,"€11,880.00",97.56,49.00
2016,Italy,Extreme Cold,2.3,0,"€172,500.00",0.00,"€11,385.00",100.00,55.00
2016,Germany,Landslide,1.9,19,"€142,500.00",10.00,"€9,405.00",80.49,24.00
2016,Ireland,Flood,0.1,0,"€30,000.00",0.00,"€1,980.00",100.00,12.00
2016,France,Flood,1.7,15,"€510,000.00",9.00,"€33,660.00",82.93,41.00
2016,Greece,Earthquake,0.1,2,"€7,500.00",21.00,€495.00,53.66,206.00
2016,Spain,Storm Surge,2.5,23,"€500,000.00",9.00,"€33,000.00",82.93,57.00
2016,Germany,Flood,2.9,9,"€870,000.00",3.00,"€57,420.00",97.56,15.00
2016,Italy,Flood,2.7,16,"€810,000.00",6.00,"€53,460.00",90.24,73.00
2016,Italy,Wildfire,1.2,4,"€90,000.00",3.00,"€5,940.00",97.56,68.00
2017,Canada,Flood,6.1,146,"€1,450,000.00",24.00,"€95,700.00",46.34,30.00
2017,Italy,Earthquake,3.7,22,"€277,500.00",6.00,"€18,315.00",90.24,38.00
2017,France,Drought,2,6,"€1,200,000.00",3.00,"€79,200.00",97.56,37.00
2017,Spain,Earthquake,2.8,0,"€210,000.00",0.00,"€13,860.00",100.00,95.00
2017,France,Drought,2.8,3,"€1,680,000.00",1.00,"€110,880.00",100.00,36.00
2018,Greece,Extreme Heat,2.1,23,"€157,500.00",11.00,"€10,395.00",78.05,50.00
2018,Italy,Extreme Heat,2,18,"€150,000.00",9.00,"€9,900.00",82.93,46.00
2018,Spain,Extreme Heat,2.9,23,"€217,500.00",8.00,"€14,355.00",85.37,27.00
2018,Italy,Extreme Heat,1.3,14,"€97,500.00",11.00,"€6,435.00",78.05,70.00
2018,Greece,Landslide,1.2,25,"€90,000.00",21.00,"€5,940.00",53.66,211.00
2018,Greece,Wildfire,1.4,6,"€105,000.00",4.00,"€6,930.00",95.12,53.00
2018,France,Earthquake,0.6,7,"€45,000.00",11.00,"€2,970.00",78.05,51.00
2018,Italy,Wildfire,0.1,1,"€7,500.00",11.00,€495.00,78.05,41.00
2018,Greece,Flood,1.8,38,"€540,000.00",21.00,"€35,640.00",53.66,229.00
2018,France,Earthquake,2.6,26,"€195,000.00",10.00,"€12,870.00",80.49,28.00
2018,Germany,Flood,1.2,2,"€360,000.00",2.00,"€23,760.00",100.00,16.00
2018,Greece,Wildfire,4.9,69,"€367,500.00",14.00,"€24,255.00",70.73,174.00
2018,Spain,Storm Surge,1.9,6,"€380,000.00",3.00,"€25,080.00",97.56,71.00
2018,Greece,Drought,2.5,18,"€1,500,000.00",7.00,"€99,000.00",87.80,230.00
2019,Spain,Flood,1,6,"€300,000.00",6.00,"€19,800.00",90.24,69.00
2019,Italy,Wildfire,1.5,18,"€112,500.00",12.00,"€7,425.00",75.61,95.00
2019,Italy,Drought,3.3,3,"€1,980,000.00",1.00,"€130,680.00",100.00,26.00
2019,Germany,Flood,2.5,8,"€750,000.00",3.00,"€49,500.00",97.56,22.00
2019,Spain,Drought,0.2,2,"€120,000.00",11.00,"€7,920.00",78.05,72.00
2019,Italy,Earthquake,0.6,7,"€45,000.00",11.00,"€2,970.00",78.05,40.00
2019,Germany,Flood,4.8,34,"€1,440,000.00",7.00,"€95,040.00",87.80,31.00
2020,Spain,Extreme Heat,1.4,11,"€105,000.00",8.00,"€6,930.00",85.37,46.00
2020,Italy,Flood,3.7,0,"€1,110,000.00",0.00,"€73,260.00",100.00,39.00
2020,France,Landslide,0.6,0,"€45,000.00",0.00,"€2,970.00",100.00,49.00
2020,Italy,Flood,0.6,6,"€180,000.00",10.00,"€11,880.00",80.49,2.00
2020,Italy,Drought,2.8,0,"€1,680,000.00",0.00,"€110,880.00",100.00,6.00
2020,Greece,Earthquake,1.5,12,"€112,500.00",8.00,"€7,425.00",85.37,136.00
2020,Greece,Flood,0.5,11,"€150,000.00",22.00,"€9,900.00",51.22,334.00
2020,Spain,Flood,2.4,24,"€720,000.00",10.00,"€47,520.00",80.49,114.00
2020,Spain,Wildfire,2.8,17,"€210,000.00",6.00,"€13,860.00",90.24,124.00
2020,France,Landslide,1.7,0,"€127,500.00",0.00,"€8,415.00",100.00,34.00
2020,Germany,Landslide,1.5,11,"€112,500.00",7.00,"€7,425.00",87.80,33.00
2020,Italy,Flood,1.1,4,"€330,000.00",4.00,"€21,780.00",95.12,26.00
2021,Spain,Extreme Heat,1,12,"€75,000.00",12.00,"€4,950.00",75.61,68.00
2021,Germany,Landslide,2,4,"€150,000.00",2.00,"€9,900.00",100.00,16.00
2021,Greece,Flood,2.6,31,"€780,000.00",12.00,"€51,480.00",75.61,97.00
2021,Spain,Earthquake,1.6,19,"€120,000.00",12.00,"€7,920.00",75.61,173.00
2021,Greece,Landslide,0.5,1,"€37,500.00",2.00,"€2,475.00",100.00,89.00
2021,Greece,Landslide,0.1,2,"€7,500.00",19.00,€495.00,58.54,30.00
2021,Ireland,Flood,2.8,20,"€840,000.00",7.00,"€55,440.00",87.80,42.00
2021,Spain,Flood,3.8,34,"€1,140,000.00",9.00,"€75,240.00",82.93,137.00
2021,Spain,Drought,2.2,20,"€1,320,000.00",9.00,"€87,120.00",82.93,124.00
2021,Italy,Wildfire,0.5,2,"€37,500.00",4.00,"€2,475.00",95.12,63.00
2022,Italy,Drought,2.3,5,"€1,380,000.00",2.00,"€91,080.00",100.00,57.00
2022,Germany,Landslide,1.4,3,"€105,000.00",2.00,"€6,930.00",100.00,42.00
2022,France,Flood,2.5,5,"€750,000.00",2.00,"€49,500.00",100.00,71.00
2022,Spain,Flood,5.7,17,"€1,710,000.00",3.00,"€112,860.00",97.56,103.00
2022,Greece,Storm Surge,0.7,6,"€140,000.00",8.00,"€9,240.00",85.37,184.00
2022,Spain,Storm Surge,3,3,"€600,000.00",1.00,"€39,600.00",100.00,27.00
2023,Italy,Extreme Heat,2.7,11,"€202,500.00",4.00,"€13,365.00",95.12,56.00
2023,Spain,Wildfire,0.8,8,"€60,000.00",10.00,"€3,960.00",80.49,76.00
2023,Italy,Landslide,2.4,2,"€180,000.00",1.00,"€11,880.00",100.00,36.00
2023,Italy,Earthquake,6.4,0,"€480,000.00",0.00,"€31,680.00",100.00,38.00
2023,Spain,Storm Surge,1.8,20,"€360,000.00",11.00,"€23,760.00",78.05,120.00
2023,Italy,Flood,1.2,12,"€360,000.00",10.00,"€23,760.00",80.49,78.00
2023,Greece,Drought,1,10,"€600,000.00",10.00,"€39,600.00",80.49,143.00
2023,Spain,Earthquake,0.3,1,"€22,500.00",2.00,"€1,485.00",100.00,79.00
2024,Italy,Extreme Heat,3.1,34,"€232,500.00",11.00,"€15,345.00",78.05,83.00
2024,France,Drought,1.4,11,"€840,000.00",8.00,"€55,440.00",85.37,34.00
2024,Italy,Earthquake,6,6,"€450,000.00",1.00,"€29,700.00",100.00,61.00
2024,Italy,Extreme Heat,8.4,900,"€630,000.00",21.00,"€41,580.00",53.66,74.00
2024,Spain,Wildfire,1.9,19,"€142,500.00",10.00,"€9,405.00",80.49,86.00
2024,Greece,Wildfire,4.3,99,"€322,500.00",23.00,"€21,285.00",48.78,204.00
2024,Italy,Landslide,2.3,9,"€172,500.00",4.00,"€11,385.00",95.12,26.00
2024,France,Landslide,0.4,4,"€30,000.00",9.00,"€1,980.00",82.93,29.00
2024,Spain,Storm Surge,1.9,19,"€380,000.00",10.00,"€25,080.00",80.49,173.00
2023,Japan,Flood,2.2,9,"€91,642.00",4.00,"€6,047.69",95.12,26.00
2008,China,Earthquake,4.9,98,"€6,722,422.70",20.00,"€443,465.76",56.10,20.00
2020,Japan,Flood,2.3,9,"€886,632.00",4.00,"€58,488.94",95.12,21.00
2021,Indonesia,Tsunami,5.5,22,"€338,778.00",4.00,"€22,347.25",95.12,881.00
2002,Bangladesh,Storm Surge,2,258,"€493,188.00",129.00,"€32,531.00",0.00,123.00
2011,Japan,Tsunami,0.3,3,"€26,276.10",11.00,"€1,732.56",78.05,7.00
2007,India,Cyclone,0.4,6,"€6,720.80",15.00,€385.00,68.29,48.00
2018,Japan,Landslide,3.9,20,"€382,289.70",5.00,"€25,187.93",92.68,10.00
2022,Turkey,Wildfire,1.1,10,"€10,291.00",9.00,€275.00,82.93,78.00
2012,Japan,Landslide,0.3,1,"€25,411.00",2.00,"€1,674.04",100.00,21.00
2023,India,Extreme Heat,3,33,"€126,360.00",11.00,"€3,159.00",78.05,24.00
2001,Indonesia,Storm Surge,3,87,"€284,418.00",29.00,"€18,724.28",34.15,181.00
2021,Turkey,Flood,1.3,4,"€81,982.00",3.00,"€5,327.00",97.56,63.00
2007,Indonesia,Extreme Heat,0.1,2,"€3,348.20",15.00,€220.16,68.29,64.00
2021,Japan,Flood,2.7,5,"€500,355.00",2.00,"€32,893.17",100.00,15.00
2006,Philippines,Volcanic Eruption,2.3,12,"€61,462.90",5.00,"€4,039.77",92.68,170.00
2016,Turkey,Earthquake,0.3,2,"€114,807.00",8.00,"€7,545.89",85.37,127.00
2022,Turkey,Flood,2.9,29,"€1,442,775.00",10.00,"€94,815.74",80.49,51.00
2016,Japan,Cyclone,1.6,10,"€3,193,044.00",6.00,"€209,758.75",90.24,24.00
2014,China,Cyclone,4.8,96,"€363,374.40",20.00,"€23,867.05",56.10,25.00
2015,China,Storm Surge,0.5,1,"€84,868.00",1.00,"€5,574.14",100.00,107.00
2019,Turkey,Extreme Cold,0.8,8,"€3,212.80",10.00,€401.00,80.49,67.00
2013,Turkey,Wildfire,2.6,26,"€118,734.20",10.00,"€7,797.02",80.49,175.00
2021,Bangladesh,Extreme Heat,4.3,176,"€58,845.50",41.00,"€3,861.87",4.88,68.00
2024,Turkey,Storm Surge,2.3,7,"€71,256.30",3.00,"€6,901.00",97.56,49.00
2010,India,Landslide,1.7,29,"€122,857.00",17.00,"€8,059.38",63.41,146.00
2013,Japan,Earthquake,1.9,4,"€3,239,992.00",2.00,"€212,529.57",100.00,14.00
2010,Japan,Flood,0.3,1,"€115,715.10",4.00,"€7,590.25",95.12,18.00
2024,Japan,Landslide,0.4,2,"€16,856.80",6.00,"€1,105.37",90.24,15.00
2017,Bangladesh,Flood,1.7,60,"€113,746.00",35.00,"€3,797.00",19.51,161.00
1993,Philippines,Earthquake,1.5,27,"€1,769,037.00",18.00,"€115,941.80",60.98,901.00
2004,China,Earthquake,2.8,53,"€935,750.00",19.00,"€61,319.41",58.54,67.00
2011,Philippines,Landslide,2.4,50,"€182,582.40",21.00,"€11,963.44",53.66,101.00
1998,China,Cyclone,3,81,"€32,988.00",27.00,"€6,362.00",39.02,66.00
2017,Japan,Storm Surge,3.6,7,"€424,720.80",2.00,"€27,807.36",100.00,29.00
